2/554,"21.407691, 39.910048",Tent
4/554,"21.406396, 39.910201",Tent
6/554,"21.404864, 39.910699",Tent
1/550,"21.407572, 39.909245",Tent
3/550,"21.406432, 39.909398",Tent
5/550,"21.405304, 39.909615",Tent
1/548,"21.406990, 39.908721",Tent
2/548,"21.406836, 39.907956",Tent
4/548,"21.406111, 39.908607",Tent
78/068,"21.405636, 39.908237",Tent
80/068,"21.405042, 39.908658",Tent
82/068,"21.404425, 39.909142",Tent
84/068,"21.403802, 39.909747",Tent
2/115,"21.423601, 39.873184",Tent
2/124,"21.423771, 39.873580",Tent
4/124,"21.423232, 39.873827",Tent
9/068,"21.422782, 39.874342",Tent
1/124,"21.423821, 39.874235",Tent
3/124,"21.422742, 39.875018",Tent
7/126,"21.423941, 39.874771",Tent
8/126,"21.422812, 39.875673",Tent
6/126,"21.423681, 39.876070",Tent
5/126,"21.424710, 39.875533",Tent
4/126,"21.424730, 39.874074",Tent
1/122,"21.424860, 39.872937",Tent
2/126,"21.425758, 39.872529",Tent
1/126,"21.426068, 39.873334",Tent
3/126,"21.425988, 39.874235",Tent
3/155,"21.424260, 39.873023",Tent
7/068,"21.424340, 39.872186",Tent
3/122,"21.425149, 39.871810",Tent
6/068,"21.425049, 39.870705",Tent
3/068,"21.425838, 39.870469",Tent
4/068,"21.425629, 39.869836",Tent
1/068,"21.426547, 39.869493",Tent
2/068,"21.426408, 39.868892",Tent
27/068,"21.419387, 39.883069",Tent
25/068,"21.419328, 39.882392",Tent
23/068,"21.419571, 39.881436",Tent
21/068,"21.419748, 39.880408",Tent
17/068,"21.420098, 39.879629",Tent
15/068,"21.420877, 39.877773",Tent
10/068,"21.419738, 39.878814",Tent
12/068,"21.419339, 39.879876",Tent
7/015,"21.420586, 39.883572",Tent
9/015,"21.421073, 39.883725",Tent
3/015,"21.420771, 39.883157",Tent
5/015,"21.421300, 39.883139",Tent
29/068,"21.419328, 39.884026",Tent
31/068,"21.419469, 39.884580",Tent
4/015,"21.420225, 39.884610",Tent
5/210,"21.420472, 39.885141",Tent
7/210,"21.420282, 39.885445",Tent
9/210,"21.419985, 39.885164",Tent
16/068,"21.418495, 39.883510",Tent
2/102,"21.419053, 39.872663",Tent
1/102,"21.419666, 39.871490",Tent
8/038,"21.418591, 39.871084",Tent
6/038,"21.418935, 39.870597",Tent
4/038,"21.419196, 39.870209",Tent
16/038,"21.417709, 39.872365",Tent
18/038,"21.417382, 39.872870",Tent
20/038,"21.417113, 39.873339",Tent
22/038,"21.416718, 39.873899",Tent
14/050,"21.416970, 39.876118",Tent
16/050,"21.416517, 39.876695",Tent
1/105,"21.415685, 39.876596",Tent
3/108,"21.416164, 39.876325",Tent
2/108,"21.416920, 39.875775",Tent
11/038,"21.416542, 39.875044",Tent
6/108,"21.415525, 39.875766",Tent
8/108,"21.414677, 39.876614",Tent
10/108,"21.413636, 39.878112",Tent
12/108,"21.413636, 39.878229",Tent
9/1,"21.415059, 39.880808",Tent
7/1,"21.415353, 39.880032",Tent
5/1,"21.415907, 39.879229",Tent
3/1,"21.416394, 39.878499",Tent
1/1,"21.416663, 39.878057",Tent
1/112,"21.417772, 39.878354",Tent
5/112,"21.417117, 39.879744",Tent
2/112,"21.417287, 39.878463",Tent
6/112,"21.416876, 39.879265",Tent
2/114,"21.418110, 39.878787",Tent
6/114,"21.417489, 39.880501",Tent
1/056,"21.416170, 39.881521",Tent
2/062,"21.416775, 39.881882",Tent
8/114,"21.417346, 39.881169",Tent
2/204,"21.417734, 39.881817",Tent
3/204,"21.418263, 39.882676",Tent
